subject,predicate,object,type,source_url,category,subcategory
you,drop,into,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
you,drop,to,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
ledge,have,lizards,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
second,find,on,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
it,cancel,attempt,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
This,prolong,attempt,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
Ring,help,with,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
you,shot,them,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
Ring,ensure,damage,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
Any,drop,slabs,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
player,find,slabs,general,http://darksouls.wikidot.com/crystal-lizard,Enemies_Crystal_Lizard,Crystal Lizard
Description,augment,hands,general,http://darksouls.wikidot.com/caestus,Weapons,Fist
Caestus,have,reach,general,http://darksouls.wikidot.com/caestus,Weapons,Fist
Attacks,cause,bleeding,general,http://darksouls.wikidot.com/claw,Weapons,Fist
Description,use,power,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
ancients,sap,humanity,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
Availability,join,Dropped,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
Hand,use,without,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
catalyst,buff,it,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
Set,spawn,shield,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
attack,do,attack,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
NPCs,end,Hollowed,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
NPCs,yield,Humanity,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
list,contain,NPCs,general,http://darksouls.wikidot.com/dark-hand,Weapons,Fist
Gods,fuse,power,general,http://darksouls.wikidot.com/dragon-bone-fist,Weapons,Fist
forges,use,as,general,http://darksouls.wikidot.com/blacksmith-giant-hammer,Weapons,Hammers
animation,come,into,general,http://darksouls.wikidot.com/blacksmith-giant-hammer,Weapons,Hammers
animation,come,into,general,http://darksouls.wikidot.com/blacksmith-hammer,Weapons,Hammers
It,have,scaling,general,http://darksouls.wikidot.com/blacksmith-hammer,Weapons,Hammers
miss,make,so,general,http://darksouls.wikidot.com/club,Weapons,Hammers
animation,come,into,general,http://darksouls.wikidot.com/club,Weapons,Hammers
miss,leave,open,general,http://darksouls.wikidot.com/mace,Weapons,Hammers
Availability,find,on,general,http://darksouls.wikidot.com/mace,Weapons,Hammers
animation,come,into,general,http://darksouls.wikidot.com/mace,Weapons,Hammers
inflicts,thrust,damage,general,http://darksouls.wikidot.com/morning-star,Weapons,Hammers
animation,come,into,general,http://darksouls.wikidot.com/morning-star,Weapons,Hammers
description,change,to,general,http://darksouls.wikidot.com/morning-star,Weapons,Hammers
animation,come,into,general,http://darksouls.wikidot.com/pickaxe,Weapons,Hammers
club,nail,to,general,http://darksouls.wikidot.com/reinforced-club,Weapons,Hammers
merchant,peddle,club,general,http://darksouls.wikidot.com/reinforced-club,Weapons,Hammers
animation,come,into,general,http://darksouls.wikidot.com/reinforced-club,Weapons,Hammers
weapon,hit,with,general,http://darksouls.wikidot.com/warpick,Weapons,Hammers
animation,come,into,general,http://darksouls.wikidot.com/warpick,Weapons,Hammers
hammer,imbue,with,general,http://darksouls.wikidot.com/demon-s-great-hammer,Weapons,Great Hammers
description,refer,to,general,http://darksouls.wikidot.com/dragon-tooth,Weapons,Great Hammers
Hammers,have,attack,general,http://darksouls.wikidot.com/dragon-tooth,Weapons,Great Hammers
attack,use,points,general,http://darksouls.wikidot.com/grant,Weapons,Great Hammers
branch,serve,as,general,http://darksouls.wikidot.com/great-club,Weapons,Great Hammers
treasure,have,Rating,general,http://darksouls.wikidot.com/great-club,Weapons,Great Hammers
This,confuse,with,general,http://darksouls.wikidot.com/great-club,Weapons,Great Hammers
Undead,wield,clubs,general,http://darksouls.wikidot.com/large-club,Weapons,Great Hammers
Smough,love,work,general,http://darksouls.wikidot.com/smough-s-hammer,Weapons,Great Hammers
Availability,use,Soul,general,http://darksouls.wikidot.com/smough-s-hammer,Weapons,Great Hammers
attack,leave,wielder,general,http://darksouls.wikidot.com/battle-axe,Weapons,Axes
animation,come,into,general,http://darksouls.wikidot.com/battle-axe,Weapons,Axes
Those,have,sense,general,http://darksouls.wikidot.com/butcher-knife,Weapons,Axes
Axe,bequeath,to,general,http://darksouls.wikidot.com/crescent-axe,Weapons,Axes
animation,come,into,general,http://darksouls.wikidot.com/crescent-axe,Weapons,Axes
Tail,use,as,general,http://darksouls.wikidot.com/gargoyle-tail-axe,Weapons,Axes
Availability,drop,from,general,http://darksouls.wikidot.com/gargoyle-tail-axe,Weapons,Axes
animation,come,into,general,http://darksouls.wikidot.com/gargoyle-tail-axe,Weapons,Axes
attack,imitate,blade,general,http://darksouls.wikidot.com/golem-axe,Weapons,Axes
animation,come,into,general,http://darksouls.wikidot.com/golem-axe,Weapons,Axes
attack,consume,durability,general,http://darksouls.wikidot.com/golem-axe,Weapons,Axes
attack,replace,to,general,http://darksouls.wikidot.com/golem-axe,Weapons,Axes
swing,leave,wielder,general,http://darksouls.wikidot.com/hand-axe,Weapons,Axes
animation,come,into,general,http://darksouls.wikidot.com/hand-axe,Weapons,Axes
motion,reflect,size,general,http://darksouls.wikidot.com/black-knight-greataxe,Weapons,Greataxes
Information,deal,damage,general,http://darksouls.wikidot.com/black-knight-greataxe,Weapons,Greataxes
Wheels,jump,into,general,http://darksouls.wikidot.com/black-knight-greataxe,Weapons,Greataxes
axe,imbue,with,general,http://darksouls.wikidot.com/demon-s-greataxe,Weapons,Greataxes
it,have,AR,general,http://darksouls.wikidot.com/demon-s-greataxe,Weapons,Greataxes
+5,have,AR,general,http://darksouls.wikidot.com/demon-s-greataxe,Weapons,Greataxes
Move,replace,with,general,http://darksouls.wikidot.com/demon-s-greataxe,Weapons,Greataxes
it,has_item,weapon,item,http://darksouls.wikidot.com/demon-s-greataxe,Weapons,Greataxes
axe,imbue,with,general,http://darksouls.wikidot.com/dragon-king-greataxe,Weapons,Greataxes
Availability,add,to,general,http://darksouls.wikidot.com/dragon-king-greataxe,Weapons,Greataxes
it,increase,area,general,http://darksouls.wikidot.com/dragon-king-greataxe,Weapons,Greataxes
attack,gain,damage,general,http://darksouls.wikidot.com/dragon-king-greataxe,Weapons,Greataxes
Upgrades,require,Key,general,http://darksouls.wikidot.com/dragon-king-greataxe,Weapons,Greataxes
miss,make,one,general,http://darksouls.wikidot.com/greataxe,Weapons,Greataxes
Tracer,have,Modifier,general,http://darksouls.wikidot.com/bandit-s-knife,Weapons,Daggers
attacks,replace,into,general,http://darksouls.wikidot.com/bandit-s-knife,Weapons,Daggers
dagger,have,attack,general,http://darksouls.wikidot.com/dagger,Weapons,Daggers
weapon,have,attacks,general,http://darksouls.wikidot.com/dagger,Weapons,Daggers
This,lead,to,general,http://darksouls.wikidot.com/dagger,Weapons,Daggers
Gwyn,member_of,Knights,faction,http://darksouls.wikidot.com/dark-silver-tracer,Weapons,Daggers
Description,clutch,dagger,general,http://darksouls.wikidot.com/ghost-blade,Weapons,Daggers
Drop,deal,damage,general,http://darksouls.wikidot.com/ghost-blade,Weapons,Daggers
Information,have,animation,general,http://darksouls.wikidot.com/parrying-dagger,Weapons,Daggers
it,dance,about,general,http://darksouls.wikidot.com/priscilla-s-dagger,Weapons,Daggers
attack,replace,into,general,http://darksouls.wikidot.com/priscilla-s-dagger,Weapons,Daggers
Description,pierce,knight,general,http://darksouls.wikidot.com/estoc,Weapons,Thrusting Swords
Unsharpened,pierce,armor,general,http://darksouls.wikidot.com/mail-breaker,Weapons,Thrusting Swords
attack,deliver,with,general,http://darksouls.wikidot.com/rapier,Weapons,Thrusting Swords
exploits,tell,in,general,http://darksouls.wikidot.com/ricard-s-rapier,Weapons,Thrusting Swords
He,bear,into,general,http://darksouls.wikidot.com/ricard-s-rapier,Weapons,Thrusting Swords
He,become,Undead,general,http://darksouls.wikidot.com/ricard-s-rapier,Weapons,Thrusting Swords
drop,spread,damage,general,http://darksouls.wikidot.com/ricard-s-rapier,Weapons,Thrusting Swords
attack,stand,for,general,http://darksouls.wikidot.com/velka-s-rapier,Weapons,Thrusting Swords
two,hit,swipe,general,http://darksouls.wikidot.com/velka-s-rapier,Weapons,Thrusting Swords
Description,wield,swords,general,http://darksouls.wikidot.com/balder-side-sword,Weapons,Straight Swords
one,start,from,general,http://darksouls.wikidot.com/balder-side-sword,Weapons,Straight Swords
deals,thrust,attacks,general,http://darksouls.wikidot.com/barbed-straight-sword,Weapons,Straight Swords
his,has_item,weapon,item,http://darksouls.wikidot.com/barbed-straight-sword,Weapons,Straight Swords
Description,emphasize,slicing,general,http://darksouls.wikidot.com/broadsword,Weapons,Straight Swords
crystallization,boost,attack,general,http://darksouls.wikidot.com/crystal-straight-sword,Weapons,Straight Swords
sword,use,for,general,http://darksouls.wikidot.com/crystal-straight-sword,Weapons,Straight Swords
knights,become,Darkwraiths,general,http://darksouls.wikidot.com/dark-sword,Weapons,Straight Swords
+2,rank,in,general,http://darksouls.wikidot.com/dark-sword,Weapons,Straight Swords
attacks,replace,unlike,general,http://darksouls.wikidot.com/dark-sword,Weapons,Straight Swords
sword,has_item,Key,item,http://darksouls.wikidot.com/dark-sword,Weapons,Straight Swords
Drakes,see,as,general,http://darksouls.wikidot.com/drake-sword,Weapons,Straight Swords
sword,imbue,with,general,http://darksouls.wikidot.com/drake-sword,Weapons,Straight Swords
Description,use,to,general,http://darksouls.wikidot.com/shortsword,Weapons,Straight Swords
weapon,have,damage,general,http://darksouls.wikidot.com/sunlight-straight-sword,Weapons,Straight Swords
greatsword,belong,to,general,http://darksouls.wikidot.com/abyss-greatsword,Weapons,Greatswords
Availability,have,requirement,general,http://darksouls.wikidot.com/abyss-greatsword,Weapons,Greatswords
Greatsword,have,damage,general,http://darksouls.wikidot.com/abyss-greatsword,Weapons,Greatswords
Greatsword,have,damage,general,http://darksouls.wikidot.com/abyss-greatsword,Weapons,Greatswords
stats,confirm,in,general,http://darksouls.wikidot.com/abyss-greatsword,Weapons,Greatswords
greatsword,wield,with,general,http://darksouls.wikidot.com/bastard-sword,Weapons,Greatswords
motion,reflect,size,general,http://darksouls.wikidot.com/black-knight-sword,Weapons,Greatswords
it,deal,damage,general,http://darksouls.wikidot.com/black-knight-sword,Weapons,Greatswords
Description,wield,with,general,http://darksouls.wikidot.com/claymore,Weapons,Greatswords
Availability,find,on,general,http://darksouls.wikidot.com/claymore,Weapons,Greatswords
attack,have,modifier,general,http://darksouls.wikidot.com/claymore,Weapons,Greatswords
crystallization,boost,attack,general,http://darksouls.wikidot.com/crystal-greatsword,Weapons,Greatswords
sword,use,for,general,http://darksouls.wikidot.com/crystal-greatsword,Weapons,Greatswords
Greatsword,bear,from,general,http://darksouls.wikidot.com/great-lord-greatsword,Weapons,Greatswords
Gwyn,wield,bolts,general,http://darksouls.wikidot.com/great-lord-greatsword,Weapons,Greatswords
Artorias,hunt,Darkwraiths,general,http://darksouls.wikidot.com/greatsword-of-artorias,Weapons,Greatswords
Availability,deal,damage,general,http://darksouls.wikidot.com/greatsword-of-artorias,Weapons,Greatswords
it,use,modifier,general,http://darksouls.wikidot.com/greatsword-of-artorias,Weapons,Greatswords
players,need,Greatsword,general,http://darksouls.wikidot.com/greatsword-of-artorias,Weapons,Greatswords
one,receive,scaling,general,http://darksouls.wikidot.com/greatsword-of-artorias,Weapons,Greatswords
his,has_item,sword,item,http://darksouls.wikidot.com/greatsword-of-artorias,Weapons,Greatswords
sword,damage,ghosts,general,http://darksouls.wikidot.com/greatsword-of-artorias-cursed,Weapons,Greatswords
it,damage,ghosts,general,http://darksouls.wikidot.com/greatsword-of-artorias-cursed,Weapons,Greatswords
It,block,attacks,general,http://darksouls.wikidot.com/greatsword-of-artorias-cursed,Weapons,Greatswords
weapon,receive,bonus,general,http://darksouls.wikidot.com/greatsword-of-artorias-cursed,Weapons,Greatswords
users,meet,requirements,general,http://darksouls.wikidot.com/greatsword-of-artorias-cursed,Weapons,Greatswords
human,have,difficulty,general,http://darksouls.wikidot.com/man-serpent-greatsword,Weapons,Greatswords
sword,come,from,general,http://darksouls.wikidot.com/moonlight-greatsword,Weapons,Greatswords
Increases,add,to,general,http://darksouls.wikidot.com/moonlight-greatsword,Weapons,Greatswords
it,make,way,general,http://darksouls.wikidot.com/moonlight-greatsword,Weapons,Greatswords
attack,replace,with,general,http://darksouls.wikidot.com/moonlight-greatsword,Weapons,Greatswords
Consumes,replace,with,general,http://darksouls.wikidot.com/moonlight-greatsword,Weapons,Greatswords
wave,explode,on,general,http://darksouls.wikidot.com/moonlight-greatsword,Weapons,Greatswords
Greatsword,have,speed,general,http://darksouls.wikidot.com/obsidian-greatsword,Weapons,Greatswords
weapon,deal,points,general,http://darksouls.wikidot.com/obsidian-greatsword,Weapons,Greatswords
damage,increase,with,general,http://darksouls.wikidot.com/obsidian-greatsword,Weapons,Greatswords
Description,wield,greatsword,general,http://darksouls.wikidot.com/stone-greatsword,Weapons,Greatswords
magic,imbue,in,general,http://darksouls.wikidot.com/stone-greatsword,Weapons,Greatswords
Drop,cast,version,general,http://darksouls.wikidot.com/stone-greatsword,Weapons,Greatswords
cast,drop,durability,general,http://darksouls.wikidot.com/stone-greatsword,Weapons,Greatswords
motion,reflect,size,general,http://darksouls.wikidot.com/black-knight-greatsword,Weapons,Ultra Greatswords
swings,consume,stamina,general,http://darksouls.wikidot.com/black-knight-greatsword,Weapons,Ultra Greatswords
it,deal,damage,general,http://darksouls.wikidot.com/black-knight-greatsword,Weapons,Ultra Greatswords
sword,have,name,general,http://darksouls.wikidot.com/black-knight-greatsword,Weapons,Ultra Greatswords
This,reference,sword,general,http://darksouls.wikidot.com/black-knight-greatsword,Weapons,Ultra Greatswords
This,increase,chances,general,http://darksouls.wikidot.com/black-knight-greatsword,Weapons,Ultra Greatswords
attack,send,target,general,http://darksouls.wikidot.com/black-knight-greatsword,Weapons,Ultra Greatswords
blade,cast,iron,general,http://darksouls.wikidot.com/demon-great-machete,Weapons,Ultra Greatswords
sword,imbue,with,general,http://darksouls.wikidot.com/demon-great-machete,Weapons,Ultra Greatswords
it,have,damage,general,http://darksouls.wikidot.com/dragon-greatsword,Weapons,Ultra Greatswords
Greatsword,do,amounts,general,http://darksouls.wikidot.com/dragon-greatsword,Weapons,Ultra Greatswords
corpse,locate,to,general,http://darksouls.wikidot.com/greatsword,Weapons,Ultra Greatswords
their,has_item,armor,item,http://darksouls.wikidot.com/greatsword,Weapons,Ultra Greatswords
blade,inherit,nature,general,http://darksouls.wikidot.com/chaos-blade,Weapons,Katanas
attacks,trigger,drain,general,http://darksouls.wikidot.com/chaos-blade,Weapons,Katanas
blade,provide,leverage,general,http://darksouls.wikidot.com/chaos-blade,Weapons,Katanas
Shiva,mean,in,general,http://darksouls.wikidot.com/chaos-blade,Weapons,Katanas
Katana,forge,in,general,http://darksouls.wikidot.com/iaito-sword,Weapons,Katanas
Katana,draw,from,general,http://darksouls.wikidot.com/iaito-sword,Weapons,Katanas
Katana,forge,in,general,http://darksouls.wikidot.com/uchigatana,Weapons,Katanas
Katana,forge,in,general,http://darksouls.wikidot.com/washing-pole,Weapons,Katanas
Pole,have,speed,general,http://darksouls.wikidot.com/washing-pole,Weapons,Katanas
his,has_item,weapon,item,http://darksouls.wikidot.com/washing-pole,Weapons,Katanas
hit,inflict,damage,general,http://darksouls.wikidot.com/falchion,Weapons,Curved Swords
Availability,find,in,general,http://darksouls.wikidot.com/falchion,Weapons,Curved Swords
Drop,cause,up,general,http://darksouls.wikidot.com/falchion,Weapons,Curved Swords
Ciaran,brandish,sword,general,http://darksouls.wikidot.com/gold-tracer,Weapons,Curved Swords
it,retain,state,general,http://darksouls.wikidot.com/gold-tracer,Weapons,Curved Swords
her,has_item,sword,item,http://darksouls.wikidot.com/gold-tracer,Weapons,Curved Swords
Gwyn,member_of,Knights,faction,http://darksouls.wikidot.com/gold-tracer,Weapons,Curved Swords
it,block,attacks,general,http://darksouls.wikidot.com/jagged-ghost-blade,Weapons,Curved Swords
technique,pass,through,general,http://darksouls.wikidot.com/painting-guardian-sword,Weapons,Curved Swords
Drop,do,damage,general,http://darksouls.wikidot.com/painting-guardian-sword,Weapons,Curved Swords
sword,feature,shells,general,http://darksouls.wikidot.com/quelaag-s-fury-sword,Weapons,Curved Swords
attacks,replace,by,general,http://darksouls.wikidot.com/quelaag-s-fury-sword,Weapons,Curved Swords
move,set,Key,general,http://darksouls.wikidot.com/quelaag-s-fury-sword,Weapons,Curved Swords
hit,inflict,damage,general,http://darksouls.wikidot.com/scimitar,Weapons,Curved Swords
Availability,move,Key,general,http://darksouls.wikidot.com/scimitar,Weapons,Curved Swords
Information,stunlock,player,general,http://darksouls.wikidot.com/shotel,Weapons,Curved Swords
opponent,has_item,Key,item,http://darksouls.wikidot.com/shotel,Weapons,Curved Swords
Availability,join,Information,general,http://darksouls.wikidot.com/gravelord-sword,Weapons,Curved Greatswords
second,add,to,general,http://darksouls.wikidot.com/gravelord-sword,Weapons,Curved Greatswords
one,pick,from,general,http://darksouls.wikidot.com/gravelord-sword,Weapons,Curved Greatswords
Demon,take,majority,general,http://darksouls.wikidot.com/gravelord-sword,Weapons,Curved Greatswords
he,deal,damage,general,http://darksouls.wikidot.com/gravelord-sword,Weapons,Curved Greatswords
player,transport,to,general,http://darksouls.wikidot.com/gravelord-sword,Weapons,Curved Greatswords
They,have,range,general,http://darksouls.wikidot.com/murakumo,Weapons,Curved Greatswords
greatsword,use,in,general,http://darksouls.wikidot.com/server,Weapons,Curved Greatswords
Treasure,restore,health,general,http://darksouls.wikidot.com/server,Weapons,Curved Greatswords
attacks,gain,health,general,http://darksouls.wikidot.com/server,Weapons,Curved Greatswords
item,stack,with,general,http://darksouls.wikidot.com/server,Weapons,Curved Greatswords
it,base,on,general,http://darksouls.wikidot.com/server,Weapons,Curved Greatswords
swords,restore,HP,general,http://darksouls.wikidot.com/server,Weapons,Curved Greatswords
their,has_item,souls,item,http://darksouls.wikidot.com/server,Weapons,Curved Greatswords
enemy,has_item,shield,item,http://darksouls.wikidot.com/server,Weapons,Curved Greatswords
Drop,perform,with,general,http://darksouls.wikidot.com/channeler-s-trident,Weapons,Spears
character,perform,animation,general,http://darksouls.wikidot.com/channeler-s-trident,Weapons,Spears
move,consume,durability,general,http://darksouls.wikidot.com/channeler-s-trident,Weapons,Spears
Information,have,reach,general,http://darksouls.wikidot.com/demon-s-spear,Weapons,Spears
alternative,use,attack,general,http://darksouls.wikidot.com/demon-s-spear,Weapons,Spears
thrust,rely,on,general,http://darksouls.wikidot.com/dragonslayer-spear,Weapons,Spears
Availability,gain,damage,general,http://darksouls.wikidot.com/dragonslayer-spear,Weapons,Spears
Spear,outperform,Spear,general,http://darksouls.wikidot.com/dragonslayer-spear,Weapons,Spears
Spear,have,rating,general,http://darksouls.wikidot.com/dragonslayer-spear,Weapons,Spears
It,calculate,like,general,http://darksouls.wikidot.com/dragonslayer-spear,Weapons,Spears
It,have,range,general,http://darksouls.wikidot.com/dragonslayer-spear,Weapons,Spears
serfs,use,plows,general,http://darksouls.wikidot.com/four-pronged-plow,Weapons,Spears
horns,imbue,with,general,http://darksouls.wikidot.com/moonlight-butterfly-horn,Weapons,Spears
builds,find,weapon,general,http://darksouls.wikidot.com/moonlight-butterfly-horn,Weapons,Spears
this,has_item,weapon,item,http://darksouls.wikidot.com/moonlight-butterfly-horn,Weapons,Spears
strength,lie,in,general,http://darksouls.wikidot.com/partizan,Weapons,Spears
attack,replace,with,general,http://darksouls.wikidot.com/partizan,Weapons,Spears
Spears,do,against,general,http://darksouls.wikidot.com/pike,Weapons,Spears
They,glance,off,general,http://darksouls.wikidot.com/pike,Weapons,Spears
Pike,have,range,general,http://darksouls.wikidot.com/pike,Weapons,Spears
pike,launch,enemy,general,http://darksouls.wikidot.com/pike,Weapons,Spears
this,happen,on,general,http://darksouls.wikidot.com/pike,Weapons,Spears
spear,wield,in,general,http://darksouls.wikidot.com/silver-knight-spear,Weapons,Spears
it,possess,modifier,general,http://darksouls.wikidot.com/silver-knight-spear,Weapons,Spears
it,has_item,weapon,item,http://darksouls.wikidot.com/silver-knight-spear,Weapons,Spears
Drop,find,in,general,http://darksouls.wikidot.com/spear,Weapons,Spears
Spears,do,against,general,http://darksouls.wikidot.com/spear,Weapons,Spears
They,glance,off,general,http://darksouls.wikidot.com/spear,Weapons,Spears
item,find,to,general,http://darksouls.wikidot.com/winged-spear,Weapons,Spears
motion,reflect,size,general,http://darksouls.wikidot.com/black-knight-halberd,Weapons,Halberds
weapon,deal,damage,general,http://darksouls.wikidot.com/black-knight-halberd,Weapons,Halberds
weapon,have,damage,general,http://darksouls.wikidot.com/black-knight-halberd,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/black-knight-halberd,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/gargoyle-s-halberd,Weapons,Halberds
Brass,contain,traces,general,http://darksouls.wikidot.com/giant-s-halberd,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/giant-s-halberd,Weapons,Halberds
instills,fear,in,general,http://darksouls.wikidot.com/great-scythe,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/great-scythe,Weapons,Halberds
weapon,form,class,general,http://darksouls.wikidot.com/great-scythe,Weapons,Halberds
classification,come,from,general,http://darksouls.wikidot.com/great-scythe,Weapons,Halberds
Halberd,have,attacks,general,http://darksouls.wikidot.com/halberd,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/halberd,Weapons,Halberds
startup,display,for,general,http://darksouls.wikidot.com/halberd,Weapons,Halberds
Gods,fear,ability,general,http://darksouls.wikidot.com/lifehunt-scythe,Weapons,Halberds
Availability,use,Soul,general,http://darksouls.wikidot.com/lifehunt-scythe,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/lifehunt-scythe,Weapons,Halberds
Inflicts,thrust,damage,general,http://darksouls.wikidot.com/lucerne,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/lucerne,Weapons,Halberds
Scythe,adjust,for,general,http://darksouls.wikidot.com/scythe,Weapons,Halberds
swing,leave,open,general,http://darksouls.wikidot.com/scythe,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/scythe,Weapons,Halberds
animation,come,into,general,http://darksouls.wikidot.com/titanite-catch-pole,Weapons,Halberds
Demon,has_item,Key,item,http://darksouls.wikidot.com/titanite-catch-pole,Weapons,Halberds
drop,position,on,general,http://darksouls.wikidot.com/black-bow-of-pharis,Weapons,Bows
Information,shorten,range,general,http://darksouls.wikidot.com/composite-bow,Weapons,Bows
bow,imbue,with,general,http://darksouls.wikidot.com/darkmoon-bow,Weapons,Bows
Availability,have,Rate,general,http://darksouls.wikidot.com/darkmoon-bow,Weapons,Bows
L2,change,type,general,http://darksouls.wikidot.com/long-bow,Weapons,Bows
Availability,find,on,general,http://darksouls.wikidot.com/long-bow,Weapons,Bows
Information,have,Rate,general,http://darksouls.wikidot.com/long-bow,Weapons,Bows
L2,change,type,general,http://darksouls.wikidot.com/short-bow,Weapons,Bows
mechanism,make,damage,general,http://darksouls.wikidot.com/avelyn,Weapons,Crossbows
Binoculars,help,with,general,http://darksouls.wikidot.com/avelyn,Weapons,Crossbows
crossbow,hold,in,general,http://darksouls.wikidot.com/heavy-crossbow,Weapons,Crossbows
L2,change,type,general,http://darksouls.wikidot.com/heavy-crossbow,Weapons,Crossbows
floors,help,with,general,http://darksouls.wikidot.com/heavy-crossbow,Weapons,Crossbows
crossbow,issue,to,general,http://darksouls.wikidot.com/light-crossbow,Weapons,Crossbows
crossbow,hold,in,general,http://darksouls.wikidot.com/light-crossbow,Weapons,Crossbows
drop,help,with,general,http://darksouls.wikidot.com/light-crossbow,Weapons,Crossbows
Crossbow,require,dexterity,general,http://darksouls.wikidot.com/sniper-crossbow,Weapons,Crossbows
Binoculars,help,with,general,http://darksouls.wikidot.com/sniper-crossbow,Weapons,Crossbows
Availability,find,in,general,http://darksouls.wikidot.com/dragonslayer-greatbow,Weapons,Greatbows
way,roll,end,general,http://darksouls.wikidot.com/dragonslayer-greatbow,Weapons,Greatbows
Information,use,with,general,http://darksouls.wikidot.com/dragonslayer-greatbow,Weapons,Greatbows
Gwyn,member_of,Knights,faction,http://darksouls.wikidot.com/dragonslayer-greatbow,Weapons,Greatbows
leader,have,strength,general,http://darksouls.wikidot.com/gough-s-greatbow,Weapons,Greatbows
Information,use,with,general,http://darksouls.wikidot.com/gough-s-greatbow,Weapons,Greatbows
Gwyn,member_of,Knights,faction,http://darksouls.wikidot.com/gough-s-greatbow,Weapons,Greatbows
tail,make,weapon,general,http://darksouls.wikidot.com/guardian-tail,Weapons,Whips
They,use,for,general,http://darksouls.wikidot.com/guardian-tail,Weapons,Whips
This,apply,to,general,http://darksouls.wikidot.com/guardian-tail,Weapons,Whips
weapon,has_item,Key,item,http://darksouls.wikidot.com/guardian-tail,Weapons,Whips
Whip,intend,for,general,http://darksouls.wikidot.com/whip,Weapons,Whips
area,encounter,after,general,http://darksouls.wikidot.com/whip,Weapons,Whips
It,find,on,general,http://darksouls.wikidot.com/whip,Weapons,Whips
Information,parry,damage,general,http://darksouls.wikidot.com/whip,Weapons,Whips
You,get,it,general,http://darksouls.wikidot.com/achievements,Weapons,Rare Weapons
achievements,require,items,general,http://darksouls.wikidot.com/achievements,Weapons,Rare Weapons
achievements,require,acquisition,general,http://darksouls.wikidot.com/achievements,Weapons,Rare Weapons
this,include,trophies,general,http://darksouls.wikidot.com/achievements,Weapons,Rare Weapons
trophy,have,potential,general,http://darksouls.wikidot.com/achievements,Weapons,Rare Weapons
your,member_of,covenant,faction,http://darksouls.wikidot.com/achievements,Weapons,Rare Weapons
page,contain,list,general,http://darksouls.wikidot.com/rare-weapons,Weapons,Rare Weapons
It,take,until,general,http://darksouls.wikidot.com/rare-weapons,Weapons,Rare Weapons
Weapons,require,except,general,http://darksouls.wikidot.com/rare-weapons,Weapons,Rare Weapons
Drops,drop,by,general,http://darksouls.wikidot.com/rare-weapons,Weapons,Rare Weapons
few,list,in,general,http://darksouls.wikidot.com/rare-weapons,Weapons,Rare Weapons
You,get,it,general,http://darksouls.wikidot.com/trophies,Weapons,Rare Weapons
Sorceries,require,you,general,http://darksouls.wikidot.com/trophies,Weapons,Rare Weapons
this,include,trophies,general,http://darksouls.wikidot.com/trophies,Weapons,Rare Weapons
trophy,have,potential,general,http://darksouls.wikidot.com/trophies,Weapons,Rare Weapons
your,member_of,covenant,faction,http://darksouls.wikidot.com/trophies,Weapons,Rare Weapons
Souls,obtain,in,general,http://darksouls.wikidot.com/souls,Weapons,Boss Weapons & Shields
These,add,to,general,http://darksouls.wikidot.com/souls,Weapons,Boss Weapons & Shields
drops,depend,on,general,http://darksouls.wikidot.com/souls,Weapons,Boss Weapons & Shields
Souls,collect,as,general,http://darksouls.wikidot.com/souls,Weapons,Boss Weapons & Shields
Gwyn,raise,child,general,http://darksouls.wikidot.com/dark-sun-gwyndolin,NPCs_Dark_Sun_Gwyndolin,Dark Sun Gwyndolin
